,gene_id,gene_name,gene_ontology
2544,slr1420,slr1420,xylulose metabolic process
2545,slr1420,slr1420,xylulokinase activity
2546,slr1420,slr1420,D-ribulokinase activity
2547,slr1420,slr1420,phosphorylation
2548,slr1420,slr1420,cytosol
2549,slr0994,lipB,lipoyl(octanoyl) transferase activity
2550,slr0994,lipB,protein lipoylation
2557,slr1945,gpmI,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase activity"
2558,slr1945,gpmI,cytosol
2559,slr1945,gpmI,carbohydrate metabolic process
2560,slr1945,gpmI,manganese ion binding
2561,slr1944,slr1944,1-alkyl-2-acetylglycerophosphocholine esterase activity
2562,sll1849,sll1849,chlorophyll biosynthetic process
2563,sll1849,sll1849,chlorophyllide a oxygenase [overall] activity
2564,slr1933,rfbC,extracellular polysaccharide biosynthetic process
2565,slr1933,rfbC,dTDP-rhamnose biosynthetic process
2566,slr1933,rfbC,"dTDP-4-dehydrorhamnose 3,5-epimerase activity"
2567,slr1933,rfbC,cytosol
2568,sll1864,sll1864,voltage-gated chloride channel activity
2569,slr1923,slr1923,"oxidoreductase activity, acting on CH or CH2 groups, with an iron-sulfur protein as acceptor"
2587,sll0144,pyrH,UMP kinase activity
2588,sll0144,pyrH,UDP biosynthetic process
2589,sll0145,frr,ribosomal large subunit binding
2590,sll0145,frr,translation
2591,sll0146,sll0146,branched-chain amino acid transport
2592,sll0146,sll0146,branched-chain amino acid transmembrane transporter activity
2593,sll0146,sll0146,plasma membrane
2594,slr0151,slr0151,receptor-mediated virion attachment to host cell
2595,slr0151,slr0151,cell outer membrane
2596,slr0407,slr0407,methyltransferase activity
2597,slr0406,pyrC,pyrimidine nucleotide biosynthetic process
2598,slr0406,pyrC,cytosol
2599,slr0406,pyrC,dihydroorotase activity
2600,slr0406,pyrC,cytoplasm
2601,slr0406,pyrC,'de novo' pyrimidine nucleobase biosynthetic process
2612,slr0293,gcvP,pyridoxal phosphate binding
2613,slr0293,gcvP,cytosol
2614,slr0293,gcvP,glycine binding
2615,slr0293,gcvP,glycine dehydrogenase (decarboxylating) activity
2616,slr0293,gcvP,glycine cleavage complex
2617,slr0293,gcvP,glycine decarboxylation via glycine cleavage system
2618,sll0260,sll0260,plasma membrane
2619,sll0264,sll0264,chlorophyllide a oxygenase [overall] activity
2620,sll0264,sll0264,chlorophyll biosynthetic process
2621,sll0270,priA,3'-5' DNA helicase activity
2622,sll0270,priA,DNA unwinding involved in DNA replication
2623,sll0270,priA,DNA replication initiation
2624,sll0270,priA,DNA recombination
2625,sll0270,priA,double-strand break repair
2626,sll0271,nusB,cytosol
2633,slr0448,radA,recombinational repair
2635,sll0418,sll0418,methyltransferase activity
2636,sll1520,recN,double-strand break repair via homologous recombination
2637,sll1520,recN,response to radiation
2638,sll1520,recN,SOS response
2639,sll1522,pgsA,glycerophospholipid biosynthetic process
2644,sll1524,sll1524,magnesium ion binding
2645,sll1524,sll1524,cytosol
2646,sll1524,sll1524,phosphatase activity
2650,slr1639,smpB,trans-translation-dependent protein tagging
2651,slr1639,smpB,cytosol
2652,slr1639,smpB,RNA binding
2653,sll1536,moeB,sulfotransferase activity
2654,sll1536,moeB,cytoplasm
2655,sll1536,moeB,nucleotidyltransferase activity
2656,sll1536,moeB,thiosulfate sulfurtransferase activity
2657,sll1536,moeB,cytosol
2658,slr1626,folB,cytoplasm
2659,slr1626,folB,dihydroneopterin aldolase activity
2667,ssr1558,ssr1558,metal ion transmembrane transporter activity
2668,slr0917,bioF,8-amino-7-oxononanoate synthase activity
2669,slr0917,bioF,biotin biosynthetic process
2670,slr0605,slr0605,cytoplasm
2671,slr0605,slr0605,glutathione transferase activity
2672,slr0604,lepA,positive regulation of translation
2673,slr0604,lepA,ribosome binding
2674,slr0600,slr0600,thioredoxin-disulfide reductase activity
2675,slr0600,slr0600,cell redox homeostasis
2678,sll0564,sll0564,methyltransferase activity
2679,slr0597,purH,IMP cyclohydrolase activity
2680,slr0597,purH,phosphoribosylaminoimidazolecarboxamide formyltransferase activity
2681,slr0597,purH,cytosol
2682,slr0597,purH,'de novo' IMP biosynthetic process
2683,slr0596,slr0596,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides"
2684,slr0596,slr0596,riboflavin biosynthetic process
2690,slr0594,slr0594,transmembrane transporter activity
2691,slr0594,slr0594,plasma membrane
2692,sll0573,arcC,proline biosynthetic process
2693,sll0573,arcC,cytosol
2694,sll0573,arcC,glutamate 5-kinase activity
2695,sll0578,purK,cytosol
2696,slr0586,slr0586,protein tyrosine kinase activity
2697,slr0586,slr0586,cytosol
2699,sll1108,surE,UMP catabolic process
2700,sll1108,surE,3'-nucleotidase activity
2701,sll1108,surE,5'-nucleotidase activity
2702,sll1108,surE,exopolyphosphatase activity
2703,sll1110,prfA,chloroplast organization
2704,sll1110,prfA,thylakoid membrane organization
2705,sll0430,htpG,ATP hydrolysis activity
2706,sll0430,htpG,cytosol
2707,sll0430,htpG,DNA damage response
2708,sll0430,htpG,response to heat
2709,sll0430,htpG,protein folding
2710,sll0430,htpG,unfolded protein binding
2711,slr0458,slr0458,sugar-phosphatase activity
2712,slr0458,slr0458,beta-phosphoglucomutase activity
2713,slr0457,truB,pseudouridine synthase activity
2714,slr0457,truB,mRNA pseudouridine synthesis
2715,slr0457,truB,tRNA modification
2719,sll0451,sll0451,N-terminal peptidyl-alanine acetylation
2720,sll0451,sll0451,peptide-alanine-alpha-N-acetyltransferase activity
2727,slr1657,slr1657,cell adhesion involved in single-species biofilm formation
2728,slr1657,slr1657,negative regulation of bacterial-type flagellum-dependent cell motility
2729,slr1657,slr1657,plasma membrane
2730,slr1657,slr1657,diguanylate cyclase activity
2734,sll0726,pgm,cytosol
2735,sll0726,pgm,phosphoglucomutase activity
2736,sll0726,pgm,carbohydrate metabolic process
2737,sll0729,sll0729,mismatch repair
2738,sll0729,sll0729,site-specific DNA-methyltransferase (adenine-specific) activity
2739,sll0729,sll0729,S-adenosyl-L-methionine binding
2740,sll0729,sll0729,sequence-specific DNA binding
2741,slr1584,slr1584,protein-DNA complex
2742,slr1584,slr1584,transcription cis-regulatory region binding
2743,slr1584,slr1584,cytosol
2744,slr1584,slr1584,phosphorelay response regulator activity
2745,slr1584,slr1584,regulation of DNA-templated transcription
2746,slr0752,eno,phosphopyruvate hydratase complex
2747,slr0752,eno,phosphopyruvate hydratase activity
2748,slr0752,eno,glycolytic process
2749,sll1994,hemB,zinc ion binding
2750,sll1994,hemB,cytosol
2751,sll1994,hemB,porphobilinogen synthase activity
2752,sll1994,hemB,heme biosynthetic process
2756,sll1787,rpoB,DNA-directed 5'-3' RNA polymerase activity
2757,sll1814,secY,signal sequence binding
2758,sll1814,secY,protein transmembrane transporter activity
2759,sll1814,secY,"SRP-dependent cotranslational protein targeting to membrane, translocation"
2760,sll1814,secY,cell envelope Sec protein transport complex
2772,slr1756,glnA,glutamate-ammonia ligase activity
2773,slr1756,glnA,membrane
2774,slr1756,glnA,glutamine biosynthetic process
2775,slr1756,glnA,cytoplasm
2776,slr1756,glnA,nitrogen utilization
2777,slr0966,trpA,tryptophan synthase activity
2778,slr0966,trpA,tryptophan biosynthetic process
2779,slr0966,trpA,cytosol
2780,sll1726,sll1726,ethanolamine kinase activity
2781,sll1726,sll1726,cytoplasm
2782,sll1726,sll1726,phosphatidylethanolamine biosynthetic process
2787,slr2072,ilvA,L-serine ammonia-lyase activity
2788,slr2072,ilvA,threonine catabolic process
2789,slr2072,ilvA,L-threonine ammonia-lyase activity
2790,slr2072,ilvA,L-serine catabolic process
2791,slr2072,ilvA,isoleucine biosynthetic process
2794,sll1971,sll1971,glycosyltransferase activity
2795,sll1971,sll1971,lipopolysaccharide biosynthetic process
2796,sll1112,aroQ,quinate catabolic process
2797,sll1112,aroQ,3-dehydroquinate dehydratase activity
2798,slr1207,slr1207,efflux pump complex
2799,slr1207,slr1207,efflux transmembrane transporter activity
2800,slr1205,slr1205,"2 iron, 2 sulfur cluster binding"
2801,slr1199,mutL,phosphorelay sensor kinase activity
2802,slr1198,slr1198,cell redox homeostasis
2803,slr1198,slr1198,cytosol
2804,sll1121,sll1121,5'-3' DNA helicase activity
2805,ssl2233,rpsT,cytosol
2806,ssl2233,rpsT,small ribosomal subunit
2807,ssl2233,rpsT,small ribosomal subunit rRNA binding
2809,slr1898,argB,arginine biosynthetic process
2810,slr1898,argB,acetylglutamate kinase activity
2811,slr1895,slr1895,ferric iron binding
2812,slr1895,slr1895,ferrous iron binding
2813,slr1895,slr1895,acid phosphatase activity
2814,sll1800,rplD,structural constituent of ribosome
2818,sll1802,rplB,cytosolic large ribosomal subunit
2819,sll1802,rplB,RNA binding
2820,sll1802,rplB,cytoplasmic translation
2821,sll1802,rplB,structural constituent of ribosome
2822,ssl3432,rpsS,ribosomal small subunit assembly
2823,ssl3432,rpsS,cytosolic small ribosomal subunit
2824,ssl3432,rpsS,structural constituent of ribosome
2825,sll1803,rplV,cytosolic large ribosomal subunit
2826,sll1803,rplV,structural constituent of ribosome
2827,sll1803,rplV,ribosome assembly
2828,sll1804,rpsC,structural constituent of ribosome
2829,sll1804,rpsC,cytosolic small ribosomal subunit
2830,sll1805,rplP,rRNA binding
2831,sll1805,rplP,structural constituent of ribosome
2832,ssl3437,rpsQ,cytosolic small ribosomal subunit
2833,ssl3437,rpsQ,structural constituent of ribosome
2834,sll1806,rplN,cytosolic large ribosomal subunit
2835,sll1806,rplN,structural constituent of ribosome
2836,sll1806,rplN,large ribosomal subunit rRNA binding
2837,sll1807,rplX,translation
2838,sll1808,rplE,cytosolic large ribosomal subunit
2839,sll1808,rplE,RNA binding
2840,sll1808,rplE,structural constituent of ribosome
2841,sll1809,rpsH,cytosolic small ribosomal subunit
2842,sll1809,rpsH,structural constituent of ribosome
2843,sll1810,rplF,structural constituent of ribosome
2844,sll1810,rplF,cytoplasmic translation
2845,sll1810,rplF,cytosolic large ribosomal subunit
2846,sll1811,rplR,cytosolic large ribosomal subunit
2847,sll1811,rplR,5S rRNA binding
2848,sll1812,rpsE,structural constituent of ribosome
2849,sll1812,rpsE,translation
2850,sll1813,rplO,cytosolic large ribosomal subunit
2851,sll1813,rplO,structural constituent of ribosome
2858,ssl3441,infA,cytosol
2859,ssl3441,infA,ribosome binding
2860,sll1816,rpsM,cytosol
2861,sll1816,rpsM,small ribosomal subunit
2862,sll1817,rpsK,mRNA 5'-UTR binding
2863,sll1817,rpsK,translation
2864,sll1817,rpsK,small ribosomal subunit rRNA binding
2865,sll1817,rpsK,structural constituent of ribosome
2866,sll1817,rpsK,ribosomal small subunit assembly
2867,sll1817,rpsK,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
2868,sll1817,rpsK,cytosolic small ribosomal subunit
2869,sll1819,rplQ,cytosolic large ribosomal subunit
2870,sll1819,rplQ,structural constituent of ribosome
2871,sll1820,truA,pseudouridine synthase activity
2872,sll1820,truA,tRNA pseudouridine synthesis
2873,sll1821,rplM,ribosome
2874,sll1821,rplM,structural constituent of ribosome
2875,sll1821,rplM,negative regulation of translation
2876,sll1821,rplM,mRNA binding
2877,sll1821,rplM,cytosolic large ribosomal subunit
2878,sll1822,rpsI,RNA binding
2879,sll1822,rpsI,structural constituent of ribosome
2880,sll1822,rpsI,cytosolic small ribosomal subunit
2885,sll1825,sll1825,oxidoreductase activity
2886,sll1341,bfr,cytosol
2887,sll1341,bfr,intracellular sequestering of iron ion
2888,sll1341,bfr,heme binding
2889,sll1341,bfr,ferroxidase activity
2890,sll1341,bfr,iron ion binding
2891,sll1069,fabF,3-oxoacyl-[acyl-carrier-protein] synthase activity
2892,sll1069,fabF,cytosol
2893,sll1069,fabF,fatty acid biosynthetic process
2894,slr1149,slr1149,ATPase-coupled lipid transmembrane transporter activity
2895,slr1149,slr1149,transmembrane transport
2896,sll1074,leuS,leucyl-tRNA aminoacylation
2897,sll1074,leuS,cytosol
2898,sll1074,leuS,leucine-tRNA ligase activity
2904,sll1432,hypB,protein maturation
2905,sll1432,hypB,GTPase activity
2906,sll1432,hypB,nickel cation binding
2907,sll1432,hypB,zinc ion binding
2908,sll1081,sll1081,plasma membrane
2909,sll1081,sll1081,transport
2910,sll1081,sll1081,transmembrane transporter activity
2911,slr1140,slr1140,transaminase activity
2912,slr1140,slr1140,polysaccharide biosynthetic process
2913,slr1140,slr1140,pyridoxal phosphate binding
2914,slr1139,slr1139,cytoplasm
2915,slr1139,slr1139,cell redox homeostasis
2916,slr1139,slr1139,cytosol
2917,slr1139,slr1139,protein-disulfide reductase activity
2918,slr1133,argH,argininosuccinate lyase activity
2919,slr1133,argH,cytosol
2920,slr1133,argH,arginine biosynthetic process via ornithine
2921,slr2031,slr2031,phosphatase activity
2922,slr2027,slr2027,lipopolysaccharide biosynthetic process
2923,slr2027,slr2027,response to iron(III) ion
2924,slr2027,slr2027,plasma membrane
2925,slr2027,slr2027,pentosyltransferase activity
2926,slr2026,folP,tetrahydrofolate biosynthetic process
2927,slr2026,folP,dihydropteroate synthase activity
2928,slr2026,folP,cytosol
2932,sll1917,hemW,cytoplasm
2933,sll1917,hemW,porphyrin-containing compound biosynthetic process
2934,sll1917,hemW,"4 iron, 4 sulfur cluster binding"
2939,slr2019,slr2019,ATPase-coupled lipid transmembrane transporter activity
2940,slr2019,slr2019,transmembrane transport
2945,slr1708,slr1708,metalloendopeptidase activity
2946,slr1705,slr1705,cytosol
2947,slr1705,slr1705,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides"
2948,sll1582,sll1582,5'-3' DNA helicase activity
2949,sll1286,sll1286,transcription cis-regulatory region binding
2950,sll1286,sll1286,regulation of DNA-templated transcription
2951,sll1286,sll1286,DNA-binding transcription factor activity
2952,slr1390,ftsH1,ATP-dependent peptidase activity
2953,slr1390,ftsH1,proteolysis
2954,sll1291,sll1291,phosphorelay response regulator activity
2955,sll1291,sll1291,protein-DNA complex
2956,sll1291,sll1291,transcription cis-regulatory region binding
2957,sll1291,sll1291,regulation of DNA-templated transcription
2958,sll1291,sll1291,cytosol
2961,slr1380,cydB,electron transfer activity
2962,slr1380,cydB,cytochrome complex
2963,slr1380,cydB,aerobic electron transport chain
2964,slr1380,cydB,"oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor"
2973,slr1039,slr1039,methyltransferase activity
2974,sll0985,sll0985,mechanosensitive monoatomic ion channel activity
2975,sll0985,sll0985,cellular response to osmotic stress
2976,slr1034,slr1034,positive regulation of helicase activity
2977,slr1034,slr1034,nucleoid
2978,slr1034,slr1034,single-stranded DNA binding
2979,slr1031,tyrS,tRNA aminoacylation
2980,slr1031,tyrS,cytosol
2981,slr1031,tyrS,tyrosine-tRNA ligase activity
2994,slr1019,slr1019,isomerase activity
2995,slr1019,slr1019,cytoplasm
3000,slr1912,slr1912,anti-sigma factor antagonist activity
3001,slr1909,slr1909,phosphorelay response regulator activity
3002,slr1909,slr1909,transcription cis-regulatory region binding
3003,slr1909,slr1909,protein-DNA complex
3004,slr1909,slr1909,regulation of DNA-templated transcription
3005,slr1909,slr1909,cytosol
3016,slr2053,slr2053,hydrolase activity
3017,slr2045,slr2045,response to zinc ion
3018,slr2045,slr2045,plasma membrane
3019,slr2044,slr2044,ATPase-coupled transmembrane transporter activity
3020,slr2044,slr2044,ATP-binding cassette (ABC) transporter complex
3021,slr2042,slr2042,regulation of DNA-binding transcription factor activity
3022,slr2042,slr2042,aminopeptidase activity
3023,slr2042,slr2042,transcription factor binding
3024,slr2042,slr2042,cytosol
3031,slr2035,proB,proline biosynthetic process
3032,slr2035,proB,cytosol
3033,slr2035,proB,glutamate 5-kinase activity
3035,sll1945,dxs,1-deoxy-D-xylulose-5-phosphate synthase activity
3036,sll1945,dxs,"isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway"
3037,sll1945,dxs,cytosol
3038,sll1750,ureC,cytosol
3039,sll1750,ureC,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides"
3042,slr1848,hisD,cytoplasm
3043,slr1848,hisD,cytosol
3044,slr1848,hisD,histidine biosynthetic process
3045,slr1848,hisD,histidinol dehydrogenase activity
3046,slr1847,slr1847,DNA binding
3047,slr1847,slr1847,cytosol
3048,sll1635,thyX,dTMP biosynthetic process
3049,sll1635,thyX,thymidylate synthase activity
3050,sll1635,thyX,flavin adenine dinucleotide binding
3051,sll1635,thyX,thymidylate synthase (FAD) activity
3052,sll1635,thyX,NADPH binding
3053,slr1768,slr1768,plasma membrane
3054,sll1640,sll1640,N-carbamoylputrescine amidase activity
3055,sll1640,sll1640,putrescine biosynthetic process from arginine
3059,slr1762,slr1762,dephosphorylation
3060,slr1762,slr1762,DNA repair
3061,slr1762,slr1762,cytosol
3062,slr1762,slr1762,phosphoglycolate phosphatase activity
3063,sll1643,sll1643,5-formyltetrahydrofolate cyclo-ligase activity
3064,sll1643,sll1643,folic acid-containing compound biosynthetic process
3065,sll1643,sll1643,tetrahydrofolate interconversion
3068,slr1760,slr1760,negative regulation of bacterial-type flagellum-dependent cell motility
3069,slr1760,slr1760,plasma membrane
3070,slr1760,slr1760,diguanylate cyclase activity
3071,slr1760,slr1760,cell adhesion involved in single-species biofilm formation
3075,slr1045,slr1045,plasma membrane
3076,slr1045,slr1045,phospholipid transport
3077,slr1045,slr1045,phospholipid transporter activity
3078,slr1043,slr1043,cytosol
3079,slr1043,slr1043,chemotaxis
3080,slr1604,ftsH3,thylakoid
3081,slr1604,ftsH3,proteolysis
3082,slr1604,ftsH3,ATP-dependent peptidase activity
3091,slr1597,slr1597,ATP binding
3092,slr1597,slr1597,ATP hydrolysis activity
3093,slr1597,slr1597,negative regulation of cell division
3094,slr1597,slr1597,cytosol
3095,slr1597,slr1597,cytoplasmic side of plasma membrane
3096,slr1591,slr1591,aerobic electron transport chain
3097,slr1591,slr1591,NAD(P)H dehydrogenase (quinone) activity
3098,sll0640,sll0640,plasma membrane
3099,sll0649,sll0649,transcription cis-regulatory region binding
3100,sll0649,sll0649,phosphorelay response regulator activity
3101,sll0649,sll0649,cytosol
3102,sll0649,sll0649,protein-DNA complex
3103,sll0649,sll0649,regulation of DNA-templated transcription
3104,slr0682,slr0682,histidinol dehydrogenase activity
3105,slr0682,slr0682,cytosol
3106,slr0682,slr0682,cytoplasm
3107,slr0682,slr0682,histidine biosynthetic process
3108,slr0681,slr0681,calcium channel activity
3109,slr0681,slr0681,calcium ion transmembrane transport
3110,slr0681,slr0681,intracellular calcium ion homeostasis
3111,slr0681,slr0681,"calcium, potassium:sodium antiporter activity"
3112,slr0679,rsmB,RNA methylation
3113,slr0677,slr0677,protein import
3114,slr0676,cysC,sulfate assimilation via adenylyl sulfate reduction
3115,slr0676,cysC,sulfate adenylyltransferase (ATP) activity
3116,slr0676,cysC,"sulfate assimilation, phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin)"
3117,sll0654,sll0654,5'-nucleotidase activity
3118,sll0654,sll0654,nucleotide catabolic process
3119,sll0654,sll0654,outer membrane-bounded periplasmic space
3120,sll0654,sll0654,UDP-sugar diphosphatase activity
3121,sll1017,sll1017,ammonium homeostasis
3122,sll1017,sll1017,ammonium transmembrane transport
3127,slr0213,guaA,GMP synthase activity
3128,slr0213,guaA,cytosol
3129,slr0213,guaA,GMP biosynthetic process
3130,ssl1426,rpmI,structural constituent of ribosome
3131,ssl1426,rpmI,cytosolic large ribosomal subunit
3132,sll0767,rplT,ribosomal large subunit assembly
3133,sll0767,rplT,structural constituent of ribosome
3134,sll0767,rplT,cytosolic large ribosomal subunit
3135,ssr1399,rpsR,small ribosomal subunit rRNA binding
3136,ssr1399,rpsR,cytosolic small ribosomal subunit
3137,ssr1399,rpsR,translation
3138,ssr1399,rpsR,structural constituent of ribosome
3139,slr0628,rpsN,structural constituent of ribosome
3140,slr0628,rpsN,translation
3141,slr0628,rpsN,small ribosomal subunit
3142,slr0469,rpsD,small ribosomal subunit
3143,slr0469,rpsD,ribosomal small subunit biogenesis
3144,slr0469,rpsD,rRNA binding
3145,slr0469,rpsD,structural constituent of ribosome
3146,sll1172,thrC,isoleucine biosynthetic process
3147,sll1172,thrC,L-serine ammonia-lyase activity
3148,sll1172,thrC,threonine catabolic process
3149,sll1172,thrC,L-serine catabolic process
3150,sll1172,thrC,L-threonine ammonia-lyase activity
3151,sll1623,sll1623,sulfate transport
3153,slr1729,kdpB,P-type potassium transmembrane transporter activity
3154,sll0237,sll0237,transport
3155,sll0236,sll0236,metallocarboxypeptidase activity
3156,sll0236,sll0236,extracellular space
3157,sll0236,sll0236,proteolysis
3162,sll1430,apt,AMP binding
3163,sll1430,apt,adenine salvage
3164,sll1430,apt,adenine binding
3165,sll1430,apt,AMP salvage
3166,sll1430,apt,cytoplasm
3167,sll1430,apt,adenine phosphoribosyltransferase activity
3168,slr0744,infB,cytoplasm
3169,slr0744,infB,translation initiation factor activity
3170,slr0744,infB,translational initiation
3171,slr0743,nusA,cytosol
3172,slr0743,nusA,transcription antitermination
3175,slr0734,slr0734,cytoplasm
3176,slr0734,slr0734,oxidoreductase activity
3179,sll0711,ispE,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity
3189,sll1045,mutT,"8-oxo-7,8-dihydrodeoxyguanosine triphosphate pyrophosphatase activity"
3190,sll1045,mutT,"8-oxo-7,8-dihydroguanosine triphosphate pyrophosphatase activity"
3191,sll1045,mutT,8-oxo-dGDP phosphatase activity
3192,sll1045,mutT,8-oxo-GDP phosphatase activity
3193,sll1045,mutT,DNA repair
3201,slr1128,slr1128,plasma membrane
3202,slr1123,gmk,guanylate kinase activity
3203,slr1123,gmk,cytosol
3204,sll1053,sll1053,efflux transmembrane transporter activity
3205,sll1053,sll1053,efflux pump complex
3210,sll1058,dapB,cytosol
3211,sll1058,dapB,4-hydroxy-tetrahydrodipicolinate reductase
3212,sll1058,dapB,diaminopimelate biosynthetic process
3220,slr1117,slr1117,methyltransferase activity
3221,slr1501,slr1501,"acyltransferase activity, transferring groups other than amino-acyl groups"
3226,slr1495,slr1495,DNA helicase activity
3227,slr1494,slr1494,transmembrane transport
3228,slr1494,slr1494,ATPase-coupled transmembrane transporter activity
3232,slr1488,slr1488,ABC-type oligopeptide transporter activity
3233,sll1404,sll1404,protein import
3234,sll1202,sll1202,outer membrane-bounded periplasmic space
3241,sll1209,ligA,"base-excision repair, DNA ligation"
3242,sll1209,ligA,cytosol
3243,sll1209,ligA,DNA ligase (NAD+) activity
3247,sll0558,sll0558,tetrapyrrole binding
3250,sll1021,sll1021,protein localization to plasma membrane
3251,sll1021,sll1021,plasma membrane
3257,slr1085,slr1085,lipopolysaccharide biosynthetic process
3258,slr1085,slr1085,glycosyltransferase activity
3261,slr1071,slr1071,methyltransferase activity
3262,slr1063,slr1063,glycosyltransferase activity
3263,slr1619,slr1619,DIM/DIP cell wall layer assembly
3264,slr1619,slr1619,chondroitin sulfate biosynthetic process
3265,slr1618,slr1618,methyltransferase activity
3269,slr0977,slr0977,lipopolysaccharide transport
3272,slr0974,infC,translation initiation factor activity
3273,slr0974,infC,ribosome disassembly
3274,slr0974,infC,ribosome binding
3275,slr0974,infC,cytosol
3276,sll0936,sll0936,3-octaprenyl-4-hydroxybenzoate carboxy-lyase activity
3277,sll0936,sll0936,cytosol
3278,sll0936,sll0936,ubiquinone biosynthetic process
3279,sll0936,sll0936,cytoplasm
3280,slr0965,dnaN,DNA strand elongation involved in DNA replication
3281,slr0964,slr0964,iron ion transmembrane transport
3282,slr0964,slr0964,ferrous iron transmembrane transporter activity
3283,slr0964,slr0964,plasma membrane
3284,slr0963,sir,sulfate assimilation
3285,slr0963,sir,sulfite reductase complex (NADPH)
3286,slr0963,sir,sulfite reductase activity
3287,slr0963,sir,sulfite reductase (ferredoxin) activity
3293,sll1198,trmD,tRNA (guanine(37)-N(1))-methyltransferase activity
3294,sll1198,trmD,tRNA N1-guanine methylation
3295,sll1198,trmD,cytosol
3299,sll1662,pheA,L-phenylalanine biosynthetic process
3300,sll1662,pheA,prephenate dehydratase activity
3301,sll1662,pheA,cytoplasm
3302,sll1663,sll1663,oxidoreductase activity
3304,sll1670,hrcA,negative regulation of DNA-templated transcription
3305,slr1791,cysH,phosphoadenylyl-sulfate reductase (thioredoxin) activity
3306,slr1791,cysH,"sulfate assimilation, phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin)"
3307,sll1673,sll1673,plasma membrane
3308,sll1673,sll1673,negative regulation of bacterial-type flagellum-dependent cell motility
3309,sll1673,sll1673,diguanylate cyclase activity
3310,sll1673,sll1673,cell adhesion involved in single-species biofilm formation
3311,sll1678,sll1678,plasma membrane
3317,sll1681,sll1681,cytoplasm
3323,sll1035,upp,cytoplasm
3324,sll1035,upp,uracil phosphoribosyltransferase activity
3328,slr1098,slr1098,oxidoreductase activity
3329,slr1097,slr1097,NAD(P)H dehydrogenase complex assembly
3330,slr1096,lpdA,flavin adenine dinucleotide binding
3331,slr1096,lpdA,dihydrolipoyl dehydrogenase activity
3332,slr1096,lpdA,oxoglutarate dehydrogenase complex
3333,sll1040,sll1040,mechanosensitive monoatomic ion channel activity
3334,sll1040,sll1040,cellular response to osmotic stress
3335,slr1417,slr1417,"2 iron, 2 sulfur cluster binding"
3336,slr1417,slr1417,protein maturation by iron-sulfur cluster transfer
3337,slr1417,slr1417,cytoplasm
3338,slr1417,slr1417,iron-sulfur cluster assembly
3339,slr1414,slr1414,phosphorelay sensor kinase activity
3340,slr1413,slr1413,tRNA methylation
3341,slr1413,slr1413,tRNA wobble uridine modification
3342,slr1413,slr1413,cytoplasm
3343,sll0220,glmS,protein N-linked glycosylation
3344,sll0220,glmS,fructose 6-phosphate metabolic process
3345,sll0220,glmS,glutamine-fructose-6-phosphate transaminase (isomerizing) activity
3346,sll0220,glmS,UDP-N-acetylglucosamine metabolic process
3347,sll0220,glmS,cytosol
3349,sll0224,sll0224,outer membrane-bounded periplasmic space
3350,sll0225,sll0225,acid-amino acid ligase activity
3351,sll0225,sll0225,cytoplasm
3354,slr0245,slr0245,transcription factor binding
3355,slr0245,slr0245,negative regulation of transcription by RNA polymerase II
3356,slr0245,slr0245,histone deacetylase activity
3357,slr0245,slr0245,histone deacetylation
